Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D03-NF-R1	32	91.59	3) high quality Nayfach	97.94	1.27	33.33	uncultured Lachnospira sp.	species	0.841	uncultured Lachnospira sp.	species	0.841	139119	3.8	0.5	78	281070	3256	60	4	7	3	TRUE	TRUE	FALSE	TRUE	56	21	12	1	0	0	0	0	3799315	3650403	2785461	2189072	281070	0	0	0	0	78	3799315	47168	10	23	0	o__Clostridiales (UID1226)	155	278	158	6	269	3	0	0	0
D03-NF-R1	36	98.66	3) high quality Nayfach	98.66	0	0	Lachnospiraceae bacterium	species	0.862	Lachnospiraceae bacterium	species	0.862	626824	2.84	0.75	9	1212766	2586	46	4	4	2	TRUE	TRUE	FALSE	TRUE	8	7	5	4	2	1	0	0	2842077	2835862	2799248	2634796	2448869	1839590	1212766	0	0	9	2842077	312575	2	3	0	o__Clostridiales (UID1212)	172	263	149	3	260	0	0	0	0
D03-NF-R1	40	97.99	3) high quality Nayfach	97.99	0	0	Ruminococcus callidus ATCC 27760	strain	0.962	Unclassified	Unclassified	0.602	727026	2.72	1.91	5	1029853	2354	56	4	4	4	TRUE	TRUE	FALSE	TRUE	5	5	5	4	3	1	0	0	2722534	2722534	2722534	2722534	2617840	2365601	1029853	0	0	5	2722534	608722	2	3	0	o__Clostridiales (UID1212)	172	263	149	4	259	0	0	0	0
D03-NF-R1	42	67.98	3) high quality Nayfach	90.93	4.59	40	Clostridium sp. AM32-2	species	0.924	Clostridium sp. AM32-2	species	0.924	145735	3.69	0.78	69	403600	3307	63	4	8	6	TRUE	TRUE	FALSE	TRUE	42	21	14	3	0	0	0	0	3694823	3537200	3094976	2553233	922523	0	0	0	0	69	3694823	86408	9	17	0	o__Clostridiales (UID1226)	155	278	158	19	249	10	0	0	0
D03-NF-R1	47	87.46	2) medium quality	93.46	1.2	50	Methanobrevibacter smithii	species	0.902	Methanobrevibacter smithii ATCC 35061	strain	0.647	56465	1.62	0.19	41	164703	1532	26	2	2	0	TRUE	TRUE	FALSE	FALSE	35	10	2	0	0	0	0	0	1620364	1574860	912856	299368	0	0	0	0	0	41	1620364	34022	9	18	0	p__Euryarchaeota (UID3)	148	188	125	23	163	2	0	0	0
D03-NF-R1	51	93.58	3) high quality Nayfach	98.03	0.89	100	Prevotella sp.	species	0.996	Prevotella sp.	species	0.996	495318	3.09	0.55	16	646674	2499	53	4	3	3	TRUE	TRUE	FALSE	TRUE	14	11	8	5	2	0	0	0	3086439	3074740	3009762	2789722	2360329	1160227	0	0	0	16	3086439	339603	3	5	0	g__Prevotella (UID2722)	64	532	281	8	522	1	1	0	0
D03-NF-R1	53_sub	80.55	3) high quality Nayfach	94.65	2.82	55.56	Phocaeicola vulgatus	species	0.66	Phocaeicola vulgatus CL09T03C04	strain	0.337	354361	5.13	1.17	41	536012	4276	77	7	7	6	TRUE	TRUE	FALSE	TRUE	29	18	13	10	2	0	0	0	5125519	5070067	4782030	4362003	3902314	1050963	0	0	0	41	5125519	261387	6	10	0	o__Bacteroidales (UID2654)	163	486	266	51	426	9	0	0	0
D03-NF-R1	56	84.13	3) high quality Nayfach	99.33	3.04	16.67	Anaerostipes hadrus	species	0.968	Anaerostipes hadrus	species	0.968	235138	3.28	0.98	50	574399	3089	61	4	7	3	TRUE	TRUE	FALSE	TRUE	29	14	12	2	1	0	0	0	3277353	3150150	2910406	2749759	993331	574399	0	0	0	50	3277353	117979	5	10	0	o__Clostridiales (UID1212)	172	263	149	1	256	6	0	0	0
D03-NF-R1	59	89.69	2) medium quality	97.19	1.5	0	Phascolarctobacterium faecium DSM 14760	strain	0.875	Phascolarctobacterium faecium DSM 14760	strain	0.875	73788	2.38	0.58	46	186580	2202	51	1	1	0	TRUE	TRUE	FALSE	FALSE	43	18	9	0	0	0	0	0	2380690	2365895	1753145	1181603	0	0	0	0	0	46	2380690	48810	10	19	0	o__Selenomonadales (UID1024)	64	334	167	10	320	4	0	0	0
D03-NF-R1	63	-33.13	0) really bad	99.37	26.5	30.19	Lachnospiraceae bacterium	species	0.773	Lachnospiraceae bacterium	species	0.454	216937	4.89	0.89	108	817272	4290	69	4	6	3	FALSE	FALSE	FALSE	FALSE	73	15	10	4	3	0	0	0	4887258	4693625	3563620	3187533	2284401	2002656	0	0	0	108	4887258	41877	5	18	0	o__Clostridiales (UID1226)	155	278	158	1	224	53	0	0	0
D03-NF-R1	66	94.95	2) medium quality	98.1	0.63	0	Dialister invisus CAG:218	species	1	Dialister invisus CAG:218	species	1	1824359	1.82	2.65	1	1824359	1734	0	4	4	4	TRUE	TRUE	FALSE	FALSE	1	1	1	1	1	1	0	0	1824359	1824359	1824359	1824359	1824359	1824359	1824359	0	0	1	1824359	1824359	1	1	0	p__Firmicutes (UID1022)	100	295	158	3	291	1	0	0	0
D03-NF-R1	7	94.52	3) high quality Nayfach	94.52	0	0	uncultured Ruminococcus sp.	species	0.963	uncultured Ruminococcus sp.	species	0.963	120801	2.72	0.49	35	362511	2294	43	1	1	1	TRUE	TRUE	FALSE	TRUE	32	20	9	1	0	0	0	0	2716729	2692904	2343076	1560939	362511	0	0	0	0	35	2716729	75720	8	15	0	o__Clostridiales (UID1226)	155	278	158	24	254	0	0	0	0
D03-NF-R1	70_sub	93.18	3) high quality Nayfach	96.58	0.68	100	Ruminococcus	genus	0.824	Ruminococcus sp.	species	0.46	88038	2.68	0.24	61	281406	2448	41	1	1	3	TRUE	TRUE	FALSE	TRUE	51	15	6	1	0	0	0	0	2675770	2604379	1729833	1076155	281406	0	0	0	0	61	2675770	40696	9	22	0	o__Clostridiales (UID1212)	172	260	146	6	252	2	0	0	0
D03-NF-R1	72_sub	95.95	4) high quality Bowers	100	0.81	0	Collinsella aerofaciens	species	0.937	Collinsella aerofaciens	species	0.937	919187	2.95	17.04	60	1068262	2588	67	3	3	3	TRUE	TRUE	TRUE	TRUE	27	4	3	3	2	1	0	0	2946160	2784158	2388161	2332886	2332886	1987449	1068262	0	0	60	2946160	345437	2	3	0	p__Actinobacteria (UID2112)	31	211	124	0	210	1	0	0	0
D03-NF-R1	75	30.39	0) really bad	91.14	12.15	57.69	Coprococcus catus	species	0.991	Coprococcus catus	species	0.991	57016	3.33	0.46	113	150693	3217	53	1	2	0	FALSE	FALSE	FALSE	FALSE	75	19	7	0	0	0	0	0	3327874	3098177	1745703	890430	0	0	0	0	0	113	3327874	29274	18	39	0	o__Clostridiales (UID1212)	172	263	149	23	214	26	0	0	0
D03-NF-R1	77	49.22	2) medium quality	98.12	9.78	20.83	Alistipes onderdonkii	species	0.886	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.548	296601	3.66	0.35	44	504597	3021	50	1	1	1	TRUE	TRUE	FALSE	FALSE	27	15	12	7	1	0	0	0	3656473	3540181	3314753	3076120	2391749	504597	0	0	0	44	3656473	127321	5	10	0	p__Bacteroidetes (UID2605)	350	314	208	26	264	24	0	0	0
D03-NF-R1	8	83.66	3) high quality Nayfach	94.36	2.14	18.18	[Ruminococcus] lactaris	species	0.967	[Ruminococcus] lactaris CC59_002D	strain	0.55	172128	2.49	0.95	25	487654	2176	46	3	4	3	TRUE	TRUE	FALSE	TRUE	22	15	8	2	0	0	0	0	2492173	2474760	2300764	1800092	944912	0	0	0	0	25	2492173	96156	4	9	0	f__Lachnospiraceae (UID1256)	33	333	171	24	300	8	1	0	0
D03-NF-R1	83	98.11	3) high quality Nayfach	98.11	0	0	Firmicutes	phylum	0.775	uncultured Clostridium sp.	species	0.533	99297	2.93	0.51	55	210184	3046	64	5	5	5	TRUE	TRUE	FALSE	TRUE	42	20	8	0	0	0	0	0	2934429	2859245	2259946	1350895	0	0	0	0	0	55	2934429	55892	10	19	0	k__Bacteria (UID2372)	131	177	106	4	173	0	0	0	0
D03-NF-R1	84_sub	88.53	4) high quality Bowers	98.73	2.04	92.31	Eubacteriales	order	0.67	Blautia wexlerae AGR2146	strain	0.143	73025	4	9.75	96	242586	3577	54	7	7	5	TRUE	TRUE	TRUE	TRUE	74	27	9	0	0	0	0	0	3998294	3886552	2612872	1339787	0	0	0	0	0	96	3998294	43485	17	36	0	o__Clostridiales (UID1226)	155	278	158	2	263	13	0	0	0
D03-NF-R1	88	-28.08	0) really bad	81.97	22.01	3.57	Subdoligranulum	genus	0.66	Subdoligranulum sp. AF14-43	species	0.359	34673	3.17	0.24	154	158002	3051	36	0	0	0	FALSE	FALSE	FALSE	FALSE	85	15	2	0	0	0	0	0	3174374	2724579	1154734	304493	0	0	0	0	0	154	3174374	15646	26	59	0	o__Clostridiales (UID1212)	172	261	147	46	167	44	4	0	0
D03-NF-R1	9	99.33	3) high quality Nayfach	99.33	0	0	Coprococcus	genus	0.693	Coprococcus sp.	species	0.361	374800	3.05	1.07	13	497796	2656	50	3	6	1	TRUE	TRUE	FALSE	TRUE	12	11	9	6	0	0	0	0	3052030	3045532	3026359	2889189	2348112	0	0	0	0	13	3052030	288719	4	6	0	o__Clostridiales (UID1212)	172	263	149	1	262	0	0	0	0
D03-NF-R1	92	94.3	3) high quality Nayfach	97.65	0.67	0	Firmicutes bacterium CAG:114	species	0.944	Firmicutes bacterium CAG:114	species	0.944	255940	2.6	0.59	19	588848	2513	63	3	4	3	TRUE	TRUE	FALSE	TRUE	17	10	9	4	1	0	0	0	2603892	2597253	2470164	2386756	1542569	588848	0	0	0	19	2603892	205770	4	6	0	o__Clostridiales (UID1212)	172	257	149	4	252	1	0	0	0
D03-NF-R1	93	99.52	4) high quality Bowers	99.52	0	0	[Eubacterium] rectale	species	0.999	[Eubacterium] rectale M104/1	strain	0.546	316969	3.28	16.24	15	771277	3086	61	6	6	1	TRUE	TRUE	TRUE	TRUE	13	12	10	5	2	0	0	0	3276139	3268517	3236123	3066878	2365575	1522108	0	0	0	15	3276139	220385	3	6	0	f__Lachnospiraceae (UID1286)	57	420	207	1	419	0	0	0	0
D03-NF-R1	94	81.19	2) medium quality	97.99	3.36	0	Oscillospiraceae bacterium	species	0.838	Oscillospiraceae bacterium	species	0.838	464122	2.66	2.16	9	697599	2493	50	1	1	0	TRUE	TRUE	FALSE	FALSE	9	8	7	4	1	0	0	0	2663648	2663648	2624988	2571007	2037938	697599	0	0	0	9	2663648	392786	3	4	0	o__Clostridiales (UID1212)	172	263	149	4	252	7	0	0	0
D03-NF-R1	bin.108_sub	37.49	2) medium quality	82.14	8.93	50	Blautia obeum	species	0.739	Blautia obeum	species	0.739	79627	2.93	1.25	57	206695	2736	36	3	5	3	TRUE	TRUE	FALSE	FALSE	53	20	7	0	0	0	0	0	2928993	2905147	1973922	967998	0	0	0	0	0	57	2928993	44190	13	25	0	k__Bacteria (UID203)	5449	103	57	14	71	17	1	0	0
D03-NF-R1	bin.111	78.05	3) high quality Nayfach	98.1	4.01	7.69	Clostridium	genus	0.792	Clostridium sp. TF06-15AC	species	0.568	196962	2.79	0.8	19	414549	2411	50	5	4	2	TRUE	TRUE	FALSE	TRUE	19	16	10	3	0	0	0	0	2787403	2787403	2680418	2221540	1149976	0	0	0	0	19	2787403	131061	5	9	0	o__Clostridiales (UID1226)	155	278	158	5	260	13	0	0	0
D03-NF-R1	bin.114	67.87	2) medium quality	70.27	0.48	0	Alistipes sp.	species	0.848	Alistipes sp.	species	0.848	1010763	1.85	0.74	7	1010763	1679	32	1	1	1	TRUE	TRUE	FALSE	FALSE	7	5	3	2	1	1	0	0	1853511	1853511	1769278	1614192	1417501	1010763	1010763	0	0	7	1853511	406738	1	2	0	p__Bacteroidetes (UID2605)	350	314	208	75	238	1	0	0	0
D03-NF-R1	bin.117	70.59	2) medium quality	87.39	3.36	100	Butyricicoccus sp. AM42-5AC	species	0.928	Butyricicoccus sp. AM42-5AC	species	0.928	97279	2.28	0.7	35	190709	2241	62	4	5	4	TRUE	TRUE	FALSE	FALSE	30	18	8	0	0	0	0	0	2279376	2235158	1850259	1116844	0	0	0	0	0	35	2279376	65407	9	16	0	o__Clostridiales (UID1212)	172	263	149	29	229	5	0	0	0
D03-NF-R1	bin.140	11.69	2) medium quality	55.04	8.67	0	Eubacteriales	order	0.74	Clostridiales bacterium	species	0.468	384568	2.08	0.5	7	779840	1901	44	3	3	2	TRUE	TRUE	FALSE	FALSE	7	6	6	3	1	0	0	0	2078582	2078582	2044108	2044108	1510011	779840	0	0	0	7	2078582	193253	2	4	0	c__Clostridia (UID1118)	387	223	124	88	118	17	0	0	0
D03-NF-R1	bin.174	37.65	1) low quality	37.65	0	0	Clostridiales bacterium	species	1	Clostridiales bacterium	species	1	253485	1.31	0.36	6	582116	1062	27	5	6	6	TRUE	FALSE	FALSE	FALSE	6	6	5	2	1	0	0	0	1314509	1314509	1314509	1223379	835601	582116	0	0	0	6	1314509	124769	2	4	0	o__Clostridiales (UID1120)	304	250	143	129	121	0	0	0	0
D03-NF-R1	bin.177	61.57	2) medium quality	62.42	0.17	0	Oscillospiraceae bacterium	species	0.697	Oscillospiraceae bacterium	species	0.697	98111	1.8	0.36	24	256286	1681	34	2	2	2	TRUE	TRUE	FALSE	FALSE	24	13	6	1	0	0	0	0	1803127	1803127	1471309	888048	256286	0	0	0	0	24	1803127	67126	7	12	0	o__Clostridiales (UID1212)	172	263	149	91	171	1	0	0	0
D03-NF-R1	bin.180	47.32	1) low quality	47.32	0	0	Oscillibacter sp.	species	1	Oscillibacter sp.	species	1	336899	1	0.65	5	370787	984	13	2	2	1	TRUE	FALSE	FALSE	FALSE	5	4	3	2	0	0	0	0	1002432	1002432	961475	870218	707686	0	0	0	0	5	1002432	162532	2	3	0	o__Clostridiales (UID1212)	172	263	149	113	150	0	0	0	0
D03-NF-R1	bin.192	76.11	2) medium quality	82.81	1.34	33.33	uncultured Clostridium sp.	species	0.704	uncultured Clostridium sp.	species	0.704	116342	2.55	0.52	28	292677	2271	34	1	1	0	TRUE	TRUE	FALSE	FALSE	28	22	9	2	0	0	0	0	2547411	2547411	2361842	1489742	583733	0	0	0	0	28	2547411	66138	7	15	0	f__Lachnospiraceae (UID1255)	90	354	174	59	292	3	0	0	0
D03-NF-R1	bin.198	96.12	3) high quality Nayfach	99.22	0.62	50	Bacteroides uniformis	species	0.978	Bacteroides uniformis	species	0.978	395904	4.66	1.08	15	1115966	3815	63	4	4	4	TRUE	TRUE	FALSE	TRUE	15	13	11	8	2	1	0	0	4655743	4655743	4613476	4486538	3891118	1630500	1115966	0	0	15	4655743	365482	4	7	0	o__Bacteroidales (UID2657)	160	492	269	4	484	4	0	0	0
D03-NF-R1	bin.201_sub	64.23	2) medium quality	68.28	0.81	0	Adlercreutzia caecimuris B7	strain	0.978	Unclassified	Unclassified	0.632	42462	2.1	0.25	62	167705	1894	46	1	1	1	TRUE	TRUE	FALSE	FALSE	52	11	4	0	0	0	0	0	2097878	2015531	973423	495696	0	0	0	0	0	62	2097878	25284	13	28	0	p__Actinobacteria (UID2112)	31	211	124	71	139	1	0	0	0
D03-NF-R1	bin.213	6.8	1) low quality	6.8	0	0	Clostridiales bacterium	species	0.932	Clostridiales bacterium	species	0.932	26410	0.21	0.21	11	60221	215	5	0	0	0	TRUE	FALSE	FALSE	FALSE	8	1	0	0	0	0	0	0	208009	189596	60221	0	0	0	0	0	0	11	208009	16804	3	6	0	o__Clostridiales (UID1212)	172	263	149	220	43	0	0	0	0
D03-NF-R1	bin.218	91.73	3) high quality Nayfach	98.43	1.34	50	Anaerobutyricum hallii	species	0.79	Anaerobutyricum hallii	species	0.79	198085	3.25	0.83	29	370469	2733	72	10	8	8	TRUE	TRUE	FALSE	TRUE	27	18	12	3	0	0	0	0	3252287	3242470	2986153	2507334	950255	0	0	0	0	29	3252287	118086	6	12	0	o__Clostridiales (UID1212)	172	263	149	4	257	2	0	0	0
D03-NF-R1	bin.53	90.64	2) medium quality	94.49	0.77	100	Parabacteroides merdae CL03T12C32	strain	0.794	Parabacteroides merdae CL03T12C32	strain	0.794	128976	3.82	0.25	50	323884	3205	74	5	2	0	TRUE	TRUE	FALSE	FALSE	46	25	15	4	0	0	0	0	3815370	3792073	3239154	2603136	1155132	0	0	0	0	50	3815370	63741	9	19	0	o__Bacteroidales (UID2621)	198	427	260	17	408	2	0	0	0
D03-NF-R1	bin.84	33.31	1) low quality	39.66	1.27	50	uncultured Blautia sp.	species	0.854	uncultured Blautia sp.	species	0.854	171910	1.33	1.13	11	228705	1292	19	0	0	0	TRUE	FALSE	FALSE	FALSE	10	8	7	0	0	0	0	0	1334076	1324100	1259319	1188559	0	0	0	0	0	11	1334076	131884	4	6	0	o__Clostridiales (UID1226)	155	278	158	143	133	2	0	0	0
D03-NF-R1	bin.92	77.48	3) high quality Nayfach	96.48	3.8	100	uncultured Ruminococcus sp.	species	0.831	uncultured Ruminococcus sp.	species	0.831	142949	3.64	1.8	40	427316	3212	60	5	6	4	TRUE	TRUE	FALSE	TRUE	36	23	15	4	0	0	0	0	3639934	3611563	3273075	2720302	1267847	0	0	0	0	40	3639934	96178	8	16	0	o__Clostridiales (UID1226)	155	278	158	26	247	2	3	0	0
D03-NF-R1	maxbin.017	96	3) high quality Nayfach	100	0.8	0	Bifidobacterium adolescentis ATCC 15703	strain	0.963	Bifidobacterium adolescentis ATCC 15703	strain	0.963	2165729	2.25	4.34	6	2165729	1774	55	4	4	5	TRUE	TRUE	FALSE	TRUE	4	1	1	1	1	1	1	0	2248218	2238419	2165729	2165729	2165729	2165729	2165729	2165729	0	6	2248218	2165729	1	1	0	f__Bifidobacteriaceae (UID1458)	77	464	220	0	460	4	0	0	0
D03-NF-R1	maxbin.019	87.56	2) medium quality	89.26	0.34	0	Oscillospiraceae bacterium	species	0.974	Oscillospiraceae bacterium	species	0.974	649453	2.14	4.89	12	859687	2013	50	3	3	4	TRUE	TRUE	FALSE	FALSE	6	4	4	4	2	0	0	0	2142278	2110552	2085995	2085995	2085995	1509140	0	0	0	12	2142278	294184	2	3	0	o__Clostridiales (UID1212)	172	263	149	19	243	1	0	0	0
D03-NF-R1	maxbin.020	-38.54	0) really bad	68.91	21.49	50	Faecalibacterium prausnitzii	species	0.758	Faecalibacterium prausnitzii L2-6	strain	0.408	86052	2.28	6.34	45	248419	2119	46	2	2	2	FALSE	FALSE	FALSE	FALSE	37	18	5	0	0	0	0	0	2283722	2247818	1804433	847610	0	0	0	0	0	45	2283722	54828	9	17	0	o__Clostridiales (UID1212)	172	261	147	75	140	46	0	0	0
D03-NF-R1	maxbin.025_sub	65.06	2) medium quality	91.51	5.29	33.33	Firmicutes	phylum	0.863	Erysipelotrichaceae bacterium	species	0.441	252739	2.77	4.3	52	694661	2886	56	5	6	6	TRUE	TRUE	FALSE	FALSE	24	12	7	4	1	0	0	0	2774257	2659638	2436206	2030568	1568221	694661	0	0	0	52	2774257	94619	4	8	0	k__Bacteria (UID2372)	131	177	106	13	151	12	1	0	0
D03-NF-R1	maxbin.029_sub	52.34	2) medium quality	68.14	3.16	0	Blautia	genus	0.762	uncultured Blautia sp.	species	0.572	219210	2.1	2.34	17	688251	1819	44	5	6	4	TRUE	TRUE	FALSE	FALSE	16	10	6	2	1	0	0	0	2099128	2094745	1889929	1599268	940230	688251	0	0	0	17	2099128	103065	3	6	0	o__Clostridiales (UID1226)	155	278	158	88	183	7	0	0	0
D03-NF-R1	maxbin.031_sub	50.07	2) medium quality	53.47	0.68	100	Gemmiger formicilis	species	0.772	Gemmiger formicilis	species	0.772	134983	1.55	2.07	24	305867	1502	30	1	1	1	TRUE	TRUE	FALSE	FALSE	19	9	4	1	0	0	0	0	1546679	1518758	1207780	857404	305867	0	0	0	0	24	1546679	58001	4	9	0	o__Clostridiales (UID1212)	172	261	147	95	165	1	0	0	0
D03-NF-R1	maxbin.033_sub	45.6	2) medium quality	72.8	5.44	81.82	Faecalibacterium sp. CAG:82-related_59_9	species	0.684	Faecalibacterium sp. CAG:82-related_59_9	species	0.684	51850	2.17	2.65	68	119555	1926	46	1	0	0	TRUE	TRUE	FALSE	FALSE	55	16	1	0	0	0	0	0	2168265	2095343	1156997	119555	0	0	0	0	0	68	2168265	30337	15	29	0	o__Clostridiales (UID1212)	172	261	147	78	172	11	0	0	0
D03-NF-R1	maxbin.034	74.15	3) high quality Nayfach	97.45	4.66	77.14	Streptococcus salivarius	species	0.712	Streptococcus salivarius CCHSS3	strain	0.49	254081	2.32	1.96	25	334271	2226	56	4	4	4	TRUE	TRUE	FALSE	TRUE	20	10	10	4	0	0	0	0	2317413	2295423	2065642	2065642	1228472	0	0	0	0	25	2317413	119789	4	8	0	g__Streptococcus (UID684)	26	668	229	15	628	20	5	0	0
D03-NF-R1	maxbin.035	99.62	3) high quality Nayfach	99.62	0	0	Barnesiella intestinihominis YIT 11860	strain	0.986	Barnesiella intestinihominis YIT 11860	strain	0.986	1660775	3.31	1.3	6	1660775	2675	63	5	5	5	TRUE	TRUE	FALSE	TRUE	6	5	5	3	2	1	0	0	3313261	3313261	3266685	3266685	2948856	2565715	1660775	0	0	6	3313261	904940	1	2	0	o__Bacteroidales (UID2617)	213	406	265	1	405	0	0	0	0
D03-NF-R1	maxbin.046	98.38	3) high quality Nayfach	99.63	0.25	0	Enterococcus faecium EnGen0165	strain	0.684	Enterococcus faecium EnGen0165	strain	0.684	1873243	2.74	0.77	19	1873243	2650	72	8	8	6	TRUE	TRUE	FALSE	TRUE	6	4	4	3	1	1	0	0	2737607	2684899	2658215	2658215	2458042	1873243	1873243	0	0	19	2737607	300441	1	2	0	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0
D03-NF-R1	maxbin.057	92.94	3) high quality Nayfach	97.99	1.01	0	uncultured Clostridium sp.	species	0.709	uncultured Clostridium sp.	species	0.709	241101	3.3	0.67	30	487893	2897	53	4	4	3	TRUE	TRUE	FALSE	TRUE	25	16	10	4	0	0	0	0	3304144	3280538	3076449	2604750	1599241	0	0	0	0	30	3304144	137176	5	9	0	o__Clostridiales (UID1212)	172	263	149	4	257	2	0	0	0
D03-NF-R1	maxbin.059_sub	95.14	3) high quality Nayfach	99.19	0.81	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.881	Unclassified	Unclassified	0.881	746245	2.51	0.5	7	844578	2050	56	5	5	6	TRUE	TRUE	FALSE	TRUE	5	4	4	4	3	0	0	0	2510046	2495482	2479462	2479462	2479462	2190914	0	0	0	7	2510046	600091	2	3	0	p__Actinobacteria (UID2112)	31	211	124	1	209	1	0	0	0
D03-NF-R1	maxbin.066_sub	3.07	0) really bad	99.82	19.35	5.26	Coriobacteriia	class	0.737	Gordonibacter pamelaeae	species	0.344	347943	2.72	0.33	71	526517	2406	57	1	1	1	FALSE	FALSE	FALSE	FALSE	38	9	6	3	2	0	0	0	2724227	2520724	1953836	1765267	1386527	1038584	0	0	0	71	2724227	45776	3	11	0	p__Actinobacteria (UID2112)	31	211	124	2	179	26	4	0	0
D03-NF-R1	maxbin.072_sub	-7.82	0) really bad	63.43	14.25	14.29	Bacteria	superkingdom	0.662	Eubacterium sp. AF36-5BH	species	0.165	12036	4.19	0.46	436	99954	3964	48	0	0	0	FALSE	FALSE	FALSE	FALSE	139	2	0	0	0	0	0	0	4193591	2536425	160152	0	0	0	0	0	0	436	4193591	7313	100	211	0	o__Clostridiales (UID1212)	172	263	149	95	137	29	2	0	0
D03-NF-R1	maxbin.075_sub	-12.49	0) really bad	43.66	11.23	16.13	Firmicutes bacterium CAG:83	species	0.662	Unclassified	Unclassified	0.418	18702	1.41	0.38	107	52830	1593	25	0	0	0	FALSE	FALSE	FALSE	FALSE	48	3	0	0	0	0	0	0	1406260	1035161	154552	0	0	0	0	0	0	107	1406260	9517	24	51	0	o__Clostridiales (UID1212)	172	263	149	129	103	31	0	0	0
D03-NF-R1	maxbin.077_sub	-11.97	0) really bad	81.03	18.6	0	Eubacteriales	order	0.662	Lachnospiraceae bacterium	species	0.353	26738	3.78	0.3	227	99558	3615	46	3	3	2	FALSE	FALSE	FALSE	FALSE	118	10	0	0	0	0	0	0	3779339	3139240	708428	0	0	0	0	0	0	227	3779339	13234	43	92	0	o__Clostridiales (UID1226)	155	278	158	61	169	45	3	0	0
D03-NF-R1	maxbin.082	49.49	2) medium quality	82.09	6.52	22.22	Akkermansia muciniphila	species	0.895	Akkermansia muciniphila	species	0.895	48562	2.46	0.14	98	111633	2203	44	1	1	1	TRUE	TRUE	FALSE	FALSE	68	14	2	0	0	0	0	0	2459865	2266134	1090658	222353	0	0	0	0	0	98	2459865	20011	17	39	0	k__Bacteria (UID2982)	88	229	147	32	179	18	0	0	0
D03-NF-R1	maxbin.087_sub	-162.41	0) really bad	74.49	47.38	3.36	Bacteria	superkingdom	0.669	Clostridiales bacterium	species	0.123	15933	3.74	0.22	304	87974	3641	53	2	1	2	FALSE	FALSE	FALSE	FALSE	145	2	0	0	0	0	0	0	3737084	2744816	146311	0	0	0	0	0	0	304	3737084	9643	76	151	0	o__Clostridiales (UID1226)	155	278	158	79	125	47	20	7	0
D03-NF-R1	unbinned	-10680.2	0) really bad	100	2156.04	7.68	Bacteria	superkingdom	0.663	uncultured Ruminococcus sp.	species	0.038	37627	116.51	15.06	5531	525108	0	1791	84	89	66	FALSE	FALSE	FALSE	FALSE	3074	484	137	19	3	0	0	0	116506235	102556794	47824963	23996017	6991011	1545720	0	0	0	5531	116506235	16834	726	1918	0	root (UID1)	5656	56	24	0	0	0	0	0	56
D04-NF-R1	0_sub	-264.81	0) really bad	98.79	72.72	26.29	Bifidobacterium	genus	0.829	Bifidobacterium longum subsp. longum ATCC 55813	strain	0.436	205794	4.2	2.45	71	975036	3389	102	7	7	0	FALSE	FALSE	FALSE	FALSE	46	16	6	3	2	0	0	0	4197443	4073840	3239922	2510926	2035207	1748628	0	0	0	71	4197443	51102	4	15	0	f__Bifidobacteriaceae (UID1462)	65	476	217	4	142	320	10	0	0
D04-NF-R1	102	78.86	2) medium quality	78.86	0	0	Oscillospiraceae	family	0.749	Oscillospiraceae bacterium	species	0.374	55425	1.64	0.24	37	145703	1511	41	2	1	1	TRUE	TRUE	FALSE	FALSE	33	12	2	0	0	0	0	0	1635050	1603991	976463	287149	0	0	0	0	0	37	1635050	35547	10	18	0	o__Clostridiales (UID1212)	172	263	149	59	204	0	0	0	0
D04-NF-R1	109	78.52	3) high quality Nayfach	95.97	3.49	0	uncultured Eubacteriales bacterium	species	0.888	uncultured Eubacteriales bacterium	species	0.888	271943	3.39	1.1	16	525155	3191	55	2	2	2	TRUE	TRUE	FALSE	TRUE	16	16	11	5	1	0	0	0	3392785	3392785	3392785	3042438	1883466	525155	0	0	0	16	3392785	193389	5	9	0	c__Clostridia (UID1118)	387	223	124	7	210	6	0	0	0
