Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D06-NF-R1	maxbin.041	81.88	2) medium quality	81.88	0	0	[Clostridium] leptum DSM 753	strain	0.836	[Clostridium] leptum DSM 753	strain	0.836	1277915	2.32	1.41	29	1277915	2183	48	3	4	4	TRUE	TRUE	FALSE	FALSE	10	3	3	2	2	1	0	0	2317337	2238646	2058995	2058995	1924450	1924450	1277915	0	0	29	2317337	646535	1	2	0	o__Clostridiales (UID1212)	172	263	149	49	214	0	0	0	0
D06-NF-R1	maxbin.043	91.9	3) high quality Nayfach	98.1	1.24	50	Bacteria	superkingdom	0.676	Sutterella parvirubra	species	0.29	219964	2.22	1.75	31	409989	1958	63	4	4	3	TRUE	TRUE	FALSE	TRUE	14	10	9	3	0	0	0	0	2216669	2151560	2026358	1962355	1019934	0	0	0	0	31	2216669	134298	4	7	0	p__Proteobacteria (UID3887)	1487	256	161	4	250	2	0	0	0
D06-NF-R1	maxbin.048_sub	52.11	2) medium quality	80.06	5.59	20	Clostridiaceae	family	0.688	Clostridium sp. AF32-12BH	species	0.334	47935	2.97	1.9	102	156134	2779	44	2	2	2	TRUE	TRUE	FALSE	FALSE	73	15	6	0	0	0	0	0	2974867	2828992	1414055	786516	0	0	0	0	0	102	2974867	28000	17	38	0	o__Clostridiales (UID1226)	155	278	158	52	198	27	1	0	0
D06-NF-R1	maxbin.049	54.66	2) medium quality	95.46	8.16	84	Gemmiger formicilis	species	0.709	Gemmiger formicilis	species	0.709	398339	3.41	0.82	23	860124	3072	78	5	5	5	TRUE	TRUE	FALSE	FALSE	19	11	9	5	2	0	0	0	3413114	3398388	3194086	3035502	2473037	1415877	0	0	0	23	3413114	165926	3	6	0	o__Clostridiales (UID1212)	172	261	147	9	227	25	0	0	0
D06-NF-R1	maxbin.052	41.37	2) medium quality	71.32	5.99	30	Eubacteriales	order	0.801	uncultured Clostridium sp.	species	0.561	67432	2.08	1	57	207886	2100	26	1	1	0	TRUE	TRUE	FALSE	FALSE	41	15	2	0	0	0	0	0	2081058	1989928	1281078	340284	0	0	0	0	0	57	2081058	41079	11	21	0	f__Lachnospiraceae (UID1286)	57	420	207	121	285	11	3	0	0
D06-NF-R1	maxbin.055	85.33	3) high quality Nayfach	90.38	1.01	0	uncultured Clostridium sp.	species	0.811	uncultured Clostridium sp.	species	0.811	200507	2.62	0.3	44	508241	2432	58	4	5	5	TRUE	TRUE	FALSE	TRUE	31	13	7	2	1	0	0	0	2619368	2570363	2119243	1664495	802986	508241	0	0	0	44	2619368	66739	5	11	0	o__Clostridiales (UID1212)	172	263	149	27	234	2	0	0	0
D06-NF-R1	maxbin.057_sub	5.69	1) low quality	33.94	5.65	7.14	Oscillospiraceae bacterium	species	0.841	Oscillospiraceae bacterium	species	0.841	112291	1.27	0.5	43	220031	1229	19	1	1	1	TRUE	FALSE	FALSE	FALSE	13	10	4	0	0	0	0	0	1271583	1145551	1071942	642787	0	0	0	0	0	43	1271583	58003	4	8	0	o__Clostridiales (UID1212)	172	257	149	151	92	14	0	0	0
D06-NF-R1	maxbin.063	-12.78	0) really bad	81.17	18.79	0	Eubacteriales	order	0.757	Clostridium sp. CAG:169	species	0.561	46755	2.96	0.56	121	245990	3038	70	4	4	4	FALSE	FALSE	FALSE	FALSE	63	15	4	0	0	0	0	0	2962424	2729478	1372880	636387	0	0	0	0	0	121	2962424	29931	18	38	0	o__Clostridiales (UID1212)	172	263	149	49	173	41	0	0	0
D06-NF-R1	maxbin.077_sub	-61.25	0) really bad	67.35	25.72	3.53	Eubacteriales	order	0.686	Unclassified	Unclassified	0.177	19108	3.16	0.47	291	55993	4218	41	4	3	2	FALSE	FALSE	FALSE	FALSE	109	2	0	0	0	0	0	0	3158709	2399490	107341	0	0	0	0	0	0	291	3158709	10214	51	106	0	o__Clostridiales (UID1212)	172	263	149	80	127	43	12	1	0
D06-NF-R1	unbinned	-7771.35	0) really bad	100	1574.27	10.11	Bacteria	superkingdom	0.661	Oscillospiraceae bacterium	species	0.04	37637	94.77	1.5	5331	1728215	0	1598	88	100	81	FALSE	FALSE	FALSE	FALSE	2325	296	83	17	7	3	0	0	94770878	82700470	33866629	19706720	10261615	6811197	3845728	0	0	5331	94770878	18519	611	1495	0	root (UID1)	5656	56	24	0	0	0	0	0	56
