querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
infinity_D01-NF-R1_56.fa,infinity_D01-NF-R1_56.fa,2437223,0,0.9999963,0.9999963,1.0,2437232,2437232,0.9999963072862985,38
infinity_D01-NF-R1_56.fa,infinity_D05-NF-R1_11.fa,1924452,14527,0.8855738,0.78960556,0.99245137,2173113,2437232,0.8855738288805046,38
infinity_D01-NF-R1_56.fa,nanopore_D05-NF-R1_maxbin.023.fa,2217666,16572,0.89332324,0.90991175,0.9925273,2482490,2437232,0.909911735936505,38
infinity_D05-NF-R1_11.fa,infinity_D01-NF-R1_56.fa,1925193,14633,0.7899096,0.8859148,0.9923992,2437232,2173113,0.8859148143699844,38
infinity_D05-NF-R1_11.fa,infinity_D05-NF-R1_11.fa,2173109,0,0.99999815,0.99999815,1.0,2173113,2173113,0.999998159322594,38
infinity_D05-NF-R1_11.fa,nanopore_D05-NF-R1_maxbin.023.fa,2174793,1712,0.8760531,1.0007731,0.9992128,2482490,2173113,1.0007730845105616,38
nanopore_D05-NF-R1_maxbin.023.fa,infinity_D01-NF-R1_56.fa,2218669,16690,0.91032326,0.89372724,0.9924775,2437232,2482490,0.9103232683634549,38
nanopore_D05-NF-R1_maxbin.023.fa,infinity_D05-NF-R1_11.fa,2173462,1712,1.0001606,0.8755169,0.9992123,2173113,2482490,1.0001605991036822,38
nanopore_D05-NF-R1_maxbin.023.fa,nanopore_D05-NF-R1_maxbin.023.fa,2482487,0,0.9999988,0.9999988,1.0,2482490,2482490,0.9999987915359175,38
infinity_D01-NF-R1_57.fa,infinity_D01-NF-R1_57.fa,2926590,0,0.9999737,0.9999737,1.0,2926667,2926667,0.999973690208008,273
infinity_D01-NF-R1_57.fa,infinity_D02-NF-R2_maxbin.052.fa,2156847,93744,0.79664236,0.73696357,0.95653653,2707422,2926667,0.7966423409427862,273
infinity_D01-NF-R1_57.fa,infinity_D03-NF-R1_maxbin.034.fa,2058076,65127,0.88809204,0.70321494,0.9683554,2317413,2926667,0.8880920233035717,273
infinity_D01-NF-R1_57.fa,infinity_D05-NF-R1_bin.230.fa,1662780,97792,0.92533255,0.568148,0.9411876,1796954,2926667,0.9253325349452463,273
infinity_D01-NF-R1_57.fa,infinity_D06-NF-R1_2.fa,2055100,80501,0.8912525,0.7021981,0.96082866,2305856,2926667,0.8912525326820062,273
infinity_D01-NF-R1_57.fa,infinity_D07-NF-R1_74.fa,1879109,124424,0.7703034,0.6420645,0.9337856,2439440,2926667,0.7703034302954777,273
infinity_D01-NF-R1_57.fa,infinity_D08-NF-R1_maxbin.041.fa,2090159,69110,0.95268434,0.71417725,0.9669355,2193968,2926667,0.952684360027129,273
infinity_D01-NF-R1_57.fa,infinity_D09-NF-R1_bin.50.fa,2025159,66089,0.93637973,0.69196767,0.96736604,2162754,2926667,0.9363797269592381,273
infinity_D01-NF-R1_57.fa,nanopore_D01-NF-R1_maxbin.026.fa,2039802,74320,0.93569285,0.696971,0.9635651,2179991,2926667,0.9356928537778367,273
infinity_D01-NF-R1_57.fa,nanopore_D02-NF-R2_maxbin.011.fa,1495008,124945,0.8016159,0.5108227,0.91642517,1864993,2926667,0.8016158773786283,273
infinity_D01-NF-R1_57.fa,nanopore_D03-NF-R1_20.fa,1615614,57112,0.8800542,0.55203205,0.96465,1835812,2926667,0.8800541667665317,273
infinity_D01-NF-R1_57.fa,nanopore_D05-NF-R1_42_sub.fa,1509564,65734,0.6750399,0.5157963,0.956455,2236259,2926667,0.6750398768657835,273
infinity_D01-NF-R1_57.fa,nanopore_D05-NF-R1_maxbin.031.fa,1460323,121779,0.7725902,0.49897134,0.91660815,1890165,2926667,0.7725902236048175,273
infinity_D01-NF-R1_57.fa,nanopore_D06-NF-R1_105.fa,1852495,99348,0.7228047,0.63297087,0.9463707,2562926,2926667,0.7228047161720628,273
infinity_D01-NF-R1_57.fa,nanopore_D07-NF-R1_31.fa,1348261,106105,0.6894155,0.46068138,0.9213023,1955658,2926667,0.6894155317545296,273
infinity_D01-NF-R1_57.fa,nanopore_D08-NF-R1_bin.91.fa,2058621,68450,0.95537186,0.70340115,0.9667496,2154785,2926667,0.9553718816494453,273
infinity_D01-NF-R1_57.fa,nanopore_D09-NF-R1_105.fa,1822565,75174,0.88952863,0.62274426,0.9587537,2048911,2926667,0.8895286325272304,273
infinity_D02-NF-R2_maxbin.052.fa,infinity_D01-NF-R1_57.fa,2155766,93617,0.7365942,0.7962431,0.95657367,2926667,2707422,0.7962430681290172,273
infinity_D02-NF-R2_maxbin.052.fa,infinity_D02-NF-R2_maxbin.052.fa,2707347,0,0.9999723,0.9999723,1.0,2707422,2707422,0.9999722983709226,273
infinity_D02-NF-R2_maxbin.052.fa,infinity_D03-NF-R1_maxbin.034.fa,1994935,95896,0.8608457,0.73683935,0.9519303,2317413,2707422,0.8608456930206225,273
infinity_D02-NF-R2_maxbin.052.fa,infinity_D05-NF-R1_bin.230.fa,1685520,85422,0.93798727,0.6225553,0.9493201,1796954,2707422,0.9379872829243264,273
infinity_D02-NF-R2_maxbin.052.fa,infinity_D06-NF-R1_2.fa,2070175,100790,0.89779025,0.7646296,0.9513133,2305856,2707422,0.897790234949624,273
infinity_D02-NF-R2_maxbin.052.fa,infinity_D07-NF-R1_74.fa,2002340,103549,0.82081956,0.7395744,0.948286,2439440,2707422,0.8208195323516873,273
infinity_D02-NF-R2_maxbin.052.fa,infinity_D08-NF-R1_maxbin.041.fa,2059001,99319,0.9384827,0.7605024,0.9517635,2193968,2707422,0.9384826943692889,273
infinity_D02-NF-R2_maxbin.052.fa,infinity_D09-NF-R1_bin.50.fa,1985167,92415,0.91788846,0.7332315,0.9534472,2162754,2707422,0.9178884884734926,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D01-NF-R1_maxbin.026.fa,1918311,100867,0.8799628,0.7085379,0.94741887,2179991,2707422,0.8799628071859013,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D02-NF-R2_maxbin.011.fa,1628144,84614,0.87300277,0.60136324,0.9480304,1864993,2707422,0.8730027404928598,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D03-NF-R1_20.fa,1495609,73838,0.8146853,0.5524107,0.9506301,1835812,2707422,0.8146852727839234,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D05-NF-R1_42_sub.fa,1499786,75804,0.6706674,0.5539535,0.9494568,2236259,2707422,0.6706673958606763,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D05-NF-R1_maxbin.031.fa,1657069,86133,0.87667954,0.61204684,0.9480209,1890165,2707422,0.8766795491398899,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D06-NF-R1_105.fa,1981967,106904,0.773322,0.7320495,0.9460617,2562926,2707422,0.773321976522147,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D07-NF-R1_31.fa,1541162,81610,0.7880529,0.569236,0.94704646,1955658,2707422,0.7880529213185536,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D08-NF-R1_bin.91.fa,2042704,98317,0.94798505,0.75448304,0.9518692,2154785,2707422,0.9479850657954274,273
infinity_D02-NF-R2_maxbin.052.fa,nanopore_D09-NF-R1_105.fa,1817189,94955,0.8869048,0.67118794,0.9477462,2048911,2707422,0.8869047996716305,273
infinity_D03-NF-R1_maxbin.034.fa,infinity_D01-NF-R1_57.fa,2059279,65132,0.703626,0.88861114,0.96837145,2926667,2317413,0.8886111366424543,273
infinity_D03-NF-R1_maxbin.034.fa,infinity_D02-NF-R2_maxbin.052.fa,1996690,95550,0.73748755,0.861603,0.9521458,2707422,2317413,0.8616030030037805,273
infinity_D03-NF-R1_maxbin.034.fa,infinity_D03-NF-R1_maxbin.034.fa,2317388,0,0.9999892,0.9999892,1.0,2317413,2317413,0.999989212108502,273
infinity_D03-NF-R1_maxbin.034.fa,infinity_D05-NF-R1_bin.230.fa,1533942,96021,0.85363454,0.66192,0.9374025,1796954,2317413,0.8536345393371227,273
infinity_D03-NF-R1_maxbin.034.fa,infinity_D06-NF-R1_2.fa,1914372,50697,0.83022183,0.8260815,0.9735177,2305856,2317413,0.8302218351883205,273
infinity_D03-NF-R1_maxbin.034.fa,infinity_D07-NF-R1_74.fa,1732889,130183,0.71036345,0.74776876,0.92487514,2439440,2317413,0.7477687404014736,273
infinity_D03-NF-R1_maxbin.034.fa,infinity_D08-NF-R1_maxbin.041.fa,1967011,31188,0.8965541,0.84879607,0.98414445,2193968,2317413,0.8965540974161884,273
infinity_D03-NF-R1_maxbin.034.fa,infinity_D09-NF-R1_bin.50.fa,1882592,56930,0.8704605,0.8123679,0.96975976,2162754,2317413,0.8704605331905524,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D01-NF-R1_maxbin.026.fa,1878723,73762,0.8618031,0.8106984,0.96073824,2179991,2317413,0.8618030991871067,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D02-NF-R2_maxbin.011.fa,1389887,131844,0.7452505,0.599758,0.9051405,1864993,2317413,0.7452505183665569,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D03-NF-R1_20.fa,1588744,31096,0.8654176,0.6855679,0.9804273,1835812,2317413,0.8654175917795505,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D05-NF-R1_42_sub.fa,1399160,55972,0.6256699,0.60375947,0.959996,2236259,2317413,0.6256699246375308,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D05-NF-R1_maxbin.031.fa,1370220,127605,0.72492087,0.5912714,0.90687263,1890165,2317413,0.7249208402441056,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D06-NF-R1_105.fa,1776840,79757,0.6932857,0.7667343,0.955113,2562926,2317413,0.766734285170576,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D07-NF-R1_31.fa,1270051,108119,0.6494239,0.5480469,0.9148703,1955658,2317413,0.64942387677191,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D08-NF-R1_bin.91.fa,1959568,35492,0.909403,0.8455843,0.9818878,2154785,2317413,0.9094030262880055,273
infinity_D03-NF-R1_maxbin.034.fa,nanopore_D09-NF-R1_105.fa,1700122,66693,0.8297686,0.7336293,0.9607716,2048911,2317413,0.8297685941458658,273
infinity_D05-NF-R1_bin.230.fa,infinity_D01-NF-R1_57.fa,1659124,97606,0.5668988,0.923298,0.94117016,2926667,1796954,0.9232979809165955,273
infinity_D05-NF-R1_bin.230.fa,infinity_D02-NF-R2_maxbin.052.fa,1684430,85222,0.62215275,0.9373807,0.949406,2707422,1796954,0.937380700897185,273
infinity_D05-NF-R1_bin.230.fa,infinity_D03-NF-R1_maxbin.034.fa,1531061,95969,0.6606768,0.8520313,0.9373186,2317413,1796954,0.8520312706947423,273
infinity_D05-NF-R1_bin.230.fa,infinity_D05-NF-R1_bin.230.fa,1796934,0,0.99998885,0.99998885,1.0,1796954,1796954,0.9999888700545478,273
infinity_D05-NF-R1_bin.230.fa,infinity_D06-NF-R1_2.fa,1621423,93258,0.7031762,0.90231746,0.94248384,2305856,1796954,0.902317477242044,273
infinity_D05-NF-R1_bin.230.fa,infinity_D07-NF-R1_74.fa,1648736,80515,0.6758666,0.91751707,0.9511656,2439440,1796954,0.9175170872487554,273
infinity_D05-NF-R1_bin.230.fa,infinity_D08-NF-R1_maxbin.041.fa,1575690,97200,0.71819186,0.8768672,0.93831277,2193968,1796954,0.8768671874739142,273
infinity_D05-NF-R1_bin.230.fa,infinity_D09-NF-R1_bin.50.fa,1533574,97738,0.70908386,0.85342973,0.93626785,2162754,1796954,0.8534297483408034,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D01-NF-R1_maxbin.026.fa,1505884,101419,0.69077533,0.8380203,0.9326515,2179991,1796954,0.8380203388623192,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D02-NF-R2_maxbin.011.fa,1473011,65099,0.7898212,0.8197266,0.9558055,1864993,1796954,0.8197266040199137,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D03-NF-R1_20.fa,1237245,81821,0.6739497,0.6885235,0.9338684,1835812,1796954,0.6885234680464831,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D05-NF-R1_42_sub.fa,1303650,69711,0.5829602,0.7254777,0.9465263,2236259,1796954,0.7254776694339421,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D05-NF-R1_maxbin.031.fa,1451969,65341,0.7681705,0.8080168,0.9549984,1890165,1796954,0.80801678840972,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D06-NF-R1_105.fa,1533244,82307,0.59823966,0.8532461,0.9463184,2562926,1796954,0.8532461042408431,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D07-NF-R1_31.fa,1323027,65658,0.6765125,0.7362609,0.9503729,1955658,1796954,0.7362609170852453,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D08-NF-R1_bin.91.fa,1554453,96502,0.72139585,0.8650488,0.937919,2154785,1796954,0.8650488548955622,273
infinity_D05-NF-R1_bin.230.fa,nanopore_D09-NF-R1_105.fa,1377025,94839,0.6720765,0.76631063,0.9311276,2048911,1796954,0.7663106568114709,273
infinity_D06-NF-R1_2.fa,infinity_D01-NF-R1_57.fa,2050884,80001,0.70075756,0.88942415,0.9609919,2926667,2305856,0.8894241444392017,273
infinity_D06-NF-R1_2.fa,infinity_D02-NF-R2_maxbin.052.fa,2063699,100751,0.76223767,0.89498174,0.9511794,2707422,2305856,0.894981733464709,273
infinity_D06-NF-R1_2.fa,infinity_D03-NF-R1_maxbin.034.fa,1911830,50395,0.8249846,0.82911944,0.97364044,2317413,2305856,0.8291194246301591,273
infinity_D06-NF-R1_2.fa,infinity_D05-NF-R1_bin.230.fa,1614053,92936,0.89821607,0.69997996,0.9424207,1796954,2305856,0.8982160923429314,273
infinity_D06-NF-R1_2.fa,infinity_D06-NF-R1_2.fa,2305800,0,0.99997574,0.99997574,1.0,2305856,2305856,0.9999757140081601,273
infinity_D06-NF-R1_2.fa,infinity_D07-NF-R1_74.fa,1766161,122122,0.72400266,0.7659459,0.93085456,2439440,2305856,0.7659459220350273,273
infinity_D06-NF-R1_2.fa,infinity_D08-NF-R1_maxbin.041.fa,2064321,26498,0.94090754,0.89525145,0.98716384,2193968,2305856,0.9409075246311706,273
infinity_D06-NF-R1_2.fa,infinity_D09-NF-R1_bin.50.fa,1864594,74435,0.86213875,0.80863416,0.9600798,2162754,2305856,0.862138736074468,273
infinity_D06-NF-R1_2.fa,nanopore_D01-NF-R1_maxbin.026.fa,1836459,87370,0.84241587,0.7964327,0.95242476,2179991,2305856,0.8424158631847563,273
infinity_D06-NF-R1_2.fa,nanopore_D02-NF-R2_maxbin.011.fa,1488659,115401,0.7982116,0.6455993,0.92247987,1864993,2305856,0.79821157505685,273
infinity_D06-NF-R1_2.fa,nanopore_D03-NF-R1_20.fa,1472839,49033,0.80228204,0.6387385,0.96670854,1835812,2305856,0.8022820419520081,273
infinity_D06-NF-R1_2.fa,nanopore_D05-NF-R1_42_sub.fa,1471813,66427,0.65815854,0.63829356,0.95486724,2236259,2305856,0.6581585585569472,273
infinity_D06-NF-R1_2.fa,nanopore_D05-NF-R1_maxbin.031.fa,1494479,116511,0.7906606,0.6481233,0.92203903,1890165,2305856,0.7906606037039094,273
infinity_D06-NF-R1_2.fa,nanopore_D06-NF-R1_105.fa,1878273,74706,0.7328628,0.8145665,0.96022624,2562926,2305856,0.8145664776985206,273
infinity_D06-NF-R1_2.fa,nanopore_D07-NF-R1_31.fa,1379542,102708,0.70541066,0.5982776,0.9255492,1955658,2305856,0.7054106597370297,273
infinity_D06-NF-R1_2.fa,nanopore_D08-NF-R1_bin.91.fa,2061134,32267,0.95653814,0.89386934,0.984345,2154785,2305856,0.9565381232930431,273
infinity_D06-NF-R1_2.fa,nanopore_D09-NF-R1_105.fa,1672822,78737,0.81644446,0.7254668,0.95293164,2048911,2305856,0.8164444429260227,273
infinity_D07-NF-R1_74.fa,infinity_D01-NF-R1_57.fa,1868597,123559,0.63847274,0.76599425,0.93387604,2926667,2439440,0.7659942445807234,273
infinity_D07-NF-R1_74.fa,infinity_D02-NF-R2_maxbin.052.fa,2001857,103352,0.739396,0.82062155,0.94837195,2707422,2439440,0.8206215360902502,273
infinity_D07-NF-R1_74.fa,infinity_D03-NF-R1_maxbin.034.fa,1723367,129163,0.74365985,0.7064601,0.9250519,2317413,2439440,0.7436598482877242,273
infinity_D07-NF-R1_74.fa,infinity_D05-NF-R1_bin.230.fa,1631090,79907,0.90769714,0.668633,0.95101005,1796954,2439440,0.9076971363763346,273
infinity_D07-NF-R1_74.fa,infinity_D06-NF-R1_2.fa,1763690,122457,0.7648743,0.7229897,0.93056774,2305856,2439440,0.7648743026450915,273
infinity_D07-NF-R1_74.fa,infinity_D07-NF-R1_74.fa,2439357,0,0.99996597,0.99996597,1.0,2439440,2439440,0.9999659757977241,273
infinity_D07-NF-R1_74.fa,infinity_D08-NF-R1_maxbin.041.fa,1750516,135951,0.7978767,0.71758926,0.92233664,2193968,2439440,0.7978767238173027,273
infinity_D07-NF-R1_74.fa,infinity_D09-NF-R1_bin.50.fa,1711510,125569,0.79135674,0.70159954,0.92663264,2162754,2439440,0.7913567608706307,273
infinity_D07-NF-R1_74.fa,nanopore_D01-NF-R1_maxbin.026.fa,1720259,125814,0.78911287,0.705186,0.9268633,2179991,2439440,0.7891128908330356,273
infinity_D07-NF-R1_74.fa,nanopore_D02-NF-R2_maxbin.011.fa,1678990,52783,0.9002661,0.6882686,0.96856266,1864993,2439440,0.900266113599354,273
infinity_D07-NF-R1_74.fa,nanopore_D03-NF-R1_20.fa,1312655,102714,0.7150269,0.53809685,0.92175096,1835812,2439440,0.7150269199678398,273
infinity_D07-NF-R1_74.fa,nanopore_D05-NF-R1_42_sub.fa,1347492,104592,0.6025653,0.5523776,0.92238027,2236259,2439440,0.6025652663667312,273
infinity_D07-NF-R1_74.fa,nanopore_D05-NF-R1_maxbin.031.fa,1681279,49007,0.889488,0.68920696,0.97085136,1890165,2439440,0.8894879547552726,273
infinity_D07-NF-R1_74.fa,nanopore_D06-NF-R1_105.fa,1771259,101987,0.6911081,0.72609246,0.9424212,2562926,2439440,0.7260924638441609,273
infinity_D07-NF-R1_74.fa,nanopore_D07-NF-R1_31.fa,1721547,36503,0.88029045,0.705714,0.9787964,1955658,2439440,0.8802904188769202,273
infinity_D07-NF-R1_74.fa,nanopore_D08-NF-R1_bin.91.fa,1720192,134022,0.7983126,0.70515853,0.9220889,2154785,2439440,0.7983125926716587,273
infinity_D07-NF-R1_74.fa,nanopore_D09-NF-R1_105.fa,1568974,121420,0.76575994,0.64316976,0.92261183,2048911,2439440,0.7657599573627161,273
infinity_D08-NF-R1_maxbin.041.fa,infinity_D01-NF-R1_57.fa,2088704,69156,0.7136801,0.9520212,0.96689045,2926667,2193968,0.9520211780664075,273
infinity_D08-NF-R1_maxbin.041.fa,infinity_D02-NF-R2_maxbin.052.fa,2055352,99127,0.7591547,0.9368195,0.95177126,2707422,2193968,0.9368194978231223,273
infinity_D08-NF-R1_maxbin.041.fa,infinity_D03-NF-R1_maxbin.034.fa,1966506,31301,0.84857816,0.8963239,0.98408294,2317413,2193968,0.8963239208593744,273
infinity_D08-NF-R1_maxbin.041.fa,infinity_D05-NF-R1_bin.230.fa,1572583,97268,0.87513816,0.7167757,0.9381476,1796954,2193968,0.8751381504479246,273
infinity_D08-NF-R1_maxbin.041.fa,infinity_D06-NF-R1_2.fa,2068002,26505,0.89684784,0.9425853,0.9871833,2305856,2193968,0.9425853066225214,273
infinity_D08-NF-R1_maxbin.041.fa,infinity_D07-NF-R1_74.fa,1749367,136364,0.71711826,0.797353,0.9220495,2439440,2193968,0.7973530151761558,273
infinity_D08-NF-R1_maxbin.041.fa,infinity_D08-NF-R1_maxbin.041.fa,2193962,0,0.99999726,0.99999726,1.0,2193968,2193968,0.999997265229028,273
infinity_D08-NF-R1_maxbin.041.fa,infinity_D09-NF-R1_bin.50.fa,1909603,60282,0.8829497,0.8703878,0.9684322,2162754,2193968,0.8829497020927947,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D01-NF-R1_maxbin.026.fa,1894750,77976,0.869155,0.8636179,0.9588463,2179991,2193968,0.8691549644012292,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D02-NF-R2_maxbin.011.fa,1415890,135685,0.7591932,0.6453558,0.9041698,1864993,2193968,0.759193198044175,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D03-NF-R1_20.fa,1515441,38260,0.82548815,0.6907307,0.9747532,1835812,2193968,0.8254881218774036,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D05-NF-R1_42_sub.fa,1446427,53732,0.64680654,0.6592744,0.9628519,2236259,2193968,0.659274428797503,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D05-NF-R1_maxbin.031.fa,1392992,131134,0.73696846,0.634919,0.9058616,1890165,2193968,0.736968465715956,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D06-NF-R1_105.fa,1858344,61309,0.72508687,0.8470242,0.96700877,2562926,2193968,0.8470242045462832,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D07-NF-R1_31.fa,1314351,114205,0.6720761,0.59907484,0.9131092,1955658,2193968,0.672076099195258,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D08-NF-R1_bin.91.fa,2149878,8573,0.99772274,0.979904,0.99601233,2154785,2193968,0.997722742640217,273
infinity_D08-NF-R1_maxbin.041.fa,nanopore_D09-NF-R1_105.fa,1712737,67714,0.8359255,0.78065723,0.9604645,2048911,2193968,0.8359255233633867,273
infinity_D09-NF-R1_bin.50.fa,infinity_D01-NF-R1_57.fa,2011125,65957,0.6871725,0.92989075,0.9672039,2926667,2162754,0.9298907781467518,273
infinity_D09-NF-R1_bin.50.fa,infinity_D02-NF-R2_maxbin.052.fa,1991166,93284,0.7354472,0.9206623,0.95315105,2707422,2162754,0.9206622667210418,273
infinity_D09-NF-R1_bin.50.fa,infinity_D03-NF-R1_maxbin.034.fa,1886333,56982,0.81398225,0.8721903,0.9697922,2317413,2162754,0.8721902722177372,273
infinity_D09-NF-R1_bin.50.fa,infinity_D05-NF-R1_bin.230.fa,1525201,97959,0.8487702,0.7052124,0.9357731,1796954,2162754,0.848770196677266,273
infinity_D09-NF-R1_bin.50.fa,infinity_D06-NF-R1_2.fa,1857932,74395,0.805745,0.8590584,0.9599582,2305856,2162754,0.8590584042382998,273
infinity_D09-NF-R1_bin.50.fa,infinity_D07-NF-R1_74.fa,1709598,126134,0.70081574,0.7904727,0.92622006,2439440,2162754,0.7904727028594098,273
infinity_D09-NF-R1_bin.50.fa,infinity_D08-NF-R1_maxbin.041.fa,1908778,60186,0.8700118,0.88256824,0.96846884,2193968,2162754,0.8825682440074091,273
infinity_D09-NF-R1_bin.50.fa,infinity_D09-NF-R1_bin.50.fa,2162730,0,0.9999889,0.9999889,1.0,2162754,2162754,0.9999889030375161,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D01-NF-R1_maxbin.026.fa,1836302,75134,0.84234387,0.84905726,0.9590841,2179991,2162754,0.8490572667996452,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D02-NF-R2_maxbin.011.fa,1377595,132163,0.7386596,0.6369633,0.9040625,1864993,2162754,0.7386596089100602,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D03-NF-R1_20.fa,1479013,46585,0.8056451,0.6838563,0.96850264,1835812,2162754,0.8056451314186855,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D05-NF-R1_42_sub.fa,1427033,56443,0.63813406,0.65982217,0.9604473,2236259,2162754,0.6598221526812573,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D05-NF-R1_maxbin.031.fa,1346740,125515,0.71249866,0.6226968,0.90680087,1890165,2162754,0.712498644298249,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D06-NF-R1_105.fa,1665566,92714,0.64986897,0.77011347,0.94433486,2562926,2162754,0.770113475688867,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D07-NF-R1_31.fa,1256830,107413,0.6426635,0.5811248,0.9145366,1955658,2162754,0.6426634922875063,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D08-NF-R1_bin.91.fa,1884936,59395,0.87476754,0.87154436,0.96848965,2154785,2162754,0.8747675522151862,273
infinity_D09-NF-R1_bin.50.fa,nanopore_D09-NF-R1_105.fa,1732988,51312,0.8458093,0.8012876,0.97039104,2048911,2162754,0.8458093104092858,273
nanopore_D01-NF-R1_maxbin.026.fa,infinity_D01-NF-R1_57.fa,2033017,74231,0.6946527,0.9325805,0.96348727,2926667,2179991,0.9325804556073856,273
nanopore_D01-NF-R1_maxbin.026.fa,infinity_D02-NF-R2_maxbin.052.fa,1912596,101033,0.706427,0.8773412,0.94717497,2707422,2179991,0.8773412367298764,273
nanopore_D01-NF-R1_maxbin.026.fa,infinity_D03-NF-R1_maxbin.034.fa,1882679,74255,0.81240547,0.8636178,0.9605589,2317413,2179991,0.8636177855780138,273
nanopore_D01-NF-R1_maxbin.026.fa,infinity_D05-NF-R1_bin.230.fa,1516497,101782,0.8439264,0.6956437,0.9328835,1796954,2179991,0.8439264444164959,273
nanopore_D01-NF-R1_maxbin.026.fa,infinity_D06-NF-R1_2.fa,1835327,87524,0.7959417,0.8418966,0.9523115,2305856,2179991,0.8418965949859426,273
nanopore_D01-NF-R1_maxbin.026.fa,infinity_D07-NF-R1_74.fa,1724708,126322,0.7070098,0.7911537,0.92675745,2439440,2179991,0.7911537249465709,273
nanopore_D01-NF-R1_maxbin.026.fa,infinity_D08-NF-R1_maxbin.041.fa,1900404,78027,0.86619496,0.87174857,0.9589419,2193968,2179991,0.8717485530903568,273
nanopore_D01-NF-R1_maxbin.026.fa,infinity_D09-NF-R1_bin.50.fa,1835046,75145,0.8484765,0.84176767,0.95905006,2162754,2179991,0.8484765257629855,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D01-NF-R1_maxbin.026.fa,2179953,0,0.9999826,0.9999826,1.0,2179991,2179991,0.9999825687353755,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D02-NF-R2_maxbin.011.fa,1386992,125038,0.74369824,0.6362375,0.9098495,1864993,2179991,0.7436982337199121,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D03-NF-R1_20.fa,1468489,59448,0.7999125,0.6736216,0.9595176,1835812,2179991,0.7999125182752918,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D05-NF-R1_42_sub.fa,1387808,70003,0.6205936,0.6366118,0.94955856,2236259,2179991,0.6366118025257902,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D05-NF-R1_maxbin.031.fa,1346752,120162,0.712505,0.6177787,0.91077644,1890165,2179991,0.7125049929503509,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D06-NF-R1_105.fa,1684243,100773,0.6571563,0.7725917,0.9401672,2562926,2179991,0.7725917217089429,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D07-NF-R1_31.fa,1275806,107924,0.65236664,0.5852345,0.9154072,1955658,2179991,0.6523666203395482,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D08-NF-R1_bin.91.fa,1859573,76241,0.862997,0.85301864,0.9590008,2154785,2179991,0.8629970043415004,273
nanopore_D01-NF-R1_maxbin.026.fa,nanopore_D09-NF-R1_105.fa,1650741,76332,0.8056675,0.7572238,0.95375896,2048911,2179991,0.8056674984906617,273
nanopore_D02-NF-R2_maxbin.011.fa,infinity_D01-NF-R1_57.fa,1476464,123889,0.5044865,0.79167265,0.9160907,2926667,1864993,0.7916726765194293,273
